status	MAGIC	WIZARDS	size_match	raw_match	normalized_match	mnemonic_match	magic_bytes	wizards_bytes	magic_instr	wizards_instr
mismatch	seg017p55:VGA_GetFontColor2	seg017p55:Get_Current_Highlight_Color	yes	no	no	yes	21	21	11	11
mismatch	seg017p56:UU_VGA_GetFontColor3	seg017p56:Get_Current_Special_Color	yes	no	no	yes	21	21	11	11
mismatch	seg017p57:UU_STR_CopyToNearLBX	seg017p57:String_Copy_Far_To_Near	yes	no	no	no	29	29	16	16
mismatch	seg017p58:VGA_GetVertSpacing	seg017p58:Get_Font_Vertical_Spacing	yes	no	no	no	52	52	25	25
mismatch	seg017p59:Trim	seg017p59:Trim	yes	no	no	no	95	95	45	46
mismatch	seg017p60:Print_To_Bitmap	seg017p60:Print_To_Bitmap	yes	no	no	no	28	28	18	18
mismatch	seg017p61:Print_Display_To_Bitmap	seg017p61:Print_Display_To_Bitmap	yes	no	no	no	526	526	257	259
mismatch	seg017p62:Print_String_To_Bitmap	seg017p62:Print_String_To_Bitmap	yes	no	no	no	392	392	162	164
mismatch	seg017p63:UU_LBX_DrawRightAligned	seg017p63:Print_Right_To_Bitmap	yes	no	no	no	55	55	32	33
mismatch	seg017p64:UU_LBX_DrawCentered	seg017p64:Print_Centered_To_Bitmap	yes	no	no	no	61	61	35	36
mismatch	seg017p65:UU_LBX_DrawJustified	seg017p65:Print_Full_To_Bitmap	yes	no	no	no	36	36	23	24
mismatch	seg017p66:UU_LBX_DrawFarString	seg017p66:Print_To_Bitmap_Far	yes	no	no	no	46	46	25	25
mismatch	seg017p67:UU_LBX_DrawRtAlgFar	seg017p67:UU_Print_Right_To_Bitmap_Far	yes	no	no	yes	46	46	25	25
mismatch	seg017p68:UU_LBX_DrawCenteredFar	seg017p68:UU_Print_Centered_To_Bitmap_Far	yes	no	no	no	46	46	25	25
mismatch	seg017p69:UU_LBX_DrawJustifiedFar	seg017p69:UU_Print_Full_To_Bitmap_Far	yes	no	no	yes	49	49	27	27
mismatch	seg018p1:Set_Font_Style	seg018p1:Set_Font_Style	yes	no	no	no	326	326	135	135
mismatch	seg018p2:Print_Character	seg018p2:Print_Character	yes	no	no	yes	116	116	56	56
mismatch	seg018p3:VGA_DrawChar_NoAA	seg018p3:Print_Character_No_Alias	yes	no	no	no	116	116	56	56
mismatch	seg018p4:LBX_DrawGlyph	seg018p4:Print_Character_To_Bitmap	yes	no	no	no	175	175	76	78
mismatch	seg018p5:Print_Character_ASM_	seg018p5:Print_Character_ASM_	yes	no	no	no	126	126	60	62
mismatch	seg018p6:VGA_DrawGlyph_NoAA	seg018p6:Print_Character_No_Alias_ASM_	yes	no	no	no	135	135	64	66
mismatch	seg018p7:Get_String_Width	seg018p7:Get_String_Width	yes	no	no	no	85	85	46	48
mismatch	seg018p8:VGA_DrawPartialChar	seg018p8:Print_Clipped_Character	yes	no	no	no	84	84	49	49
mismatch	seg018p9:VGA_DrawPartialGlyph	seg018p9:Print_Clipped_Letter	yes	no	no	no	190	190	83	84
mismatch	seg019p1:Print_Paragraph	seg019p1:Print_Paragraph	yes	no	no	no	395	395	165	167
mismatch	seg019p2:UU_VGA_WndDrawText	seg019p2:UU_VGA_WndDrawText	yes	no	no	yes	256	256	112	112
mismatch	seg019p3:UU_GUI_CreateHelpLinks	seg019p3:UU_GUI_CreateHelpLinks	yes	no	no	no	779	779	320	321
mismatch	seg019p4:VGA_TextSetup	seg019p4:Mark_Paragraph	yes	no	no	no	816	816	320	322
mismatch	seg019p5:VGA_GetTextHeight	seg019p5:Get_Paragraph_Max_Height	yes	no	no	no	94	94	48	49
mismatch	seg019p6:VGA_GetTextWidth	seg019p6:Get_Paragraph_Max_Width	yes	no	no	no	293	293	131	133
mismatch	seg019p7:UU_VGA_ResetFltBlocks	seg019p7:Reset_Paragraph_Exclusions	yes	no	no	yes	11	11	5	5
mismatch	seg019p8:UU_VGA_AddFloatingBlock	seg019p8:Set_Paragraph_Exclusion_Area	yes	no	no	no	68	68	27	27
mismatch	seg019p9:UU_VGA_AddFltIMGSpace	seg019p9:UU_Set_Paragraph_Exclusion_Picture	yes	no	no	no	116	116	52	52
mismatch	seg019p10:STR_RemoveLBSPs	seg019p10:Remove_Paragraph_Marks	yes	no	no	no	38	38	20	22
mismatch	seg019p11:VGA_GetFontHeight	seg019p11:Get_Font_Height	yes	no	no	yes	33	33	16	16
mismatch	seg019p12:UU_VGA_WidestGlyph	seg019p12:UU_VGA_WidestGlyph	yes	no	no	yes	75	75	37	37
mismatch	seg019p13:UU_LBX_DrawText	seg019p13:Print_Paragraph_To_Bitmap	yes	no	no	no	408	408	169	171
mismatch	seg019p14:VGA_TextDraw_Init	seg019p14:VGA_TextDraw_Init	yes	no	no	yes	117	117	47	47
mismatch	seg020p1:Load_Palette	seg020p1:Load_Palette	yes	no	no	yes	226	226	105	105
mismatch	seg020p2:UU_VGA_ResetShade0	seg020p2:Update_Remap_Gray_Palette	yes	no	no	yes	29	29	16	16
mismatch	seg020p3:VGA_SetShades_Grey0	seg020p3:Calculate_Remap_Colors	yes	no	no	no	126	126	62	64
mismatch	seg020p4:UU_VGA_SetShades_Range	seg020p4:Update_Remap_Color_Range	yes	no	no	no	160	160	77	79
mismatch	seg020p5:Set_Palette_Changes	seg020p5:Set_Palette_Changes	yes	no	no	no	35	35	19	20
mismatch	seg020p6:Clear_Palette_Changes	seg020p6:Clear_Palette_Changes	yes	no	no	no	34	34	19	20
mismatch	seg020p7:UU_PAL_ClearPalette	seg020p7:NX_VGA_ClearDAC	yes	no	no	yes	53	53	31	31
mismatch	seg020p8:UU_PAL_SavePalette	seg020p8:NX_VGA_SaveDAC	yes	no	no	yes	31	31	14	14
mismatch	seg020p9:UU_PAL_RestorePalette	seg020p9:NX_VGA_RestoreDAC	yes	no	no	yes	44	44	22	22
mismatch	seg020p10:UU_Set_Palette_Colors	seg020p10:NX_VGA_LoadDAC	yes	no	yes	yes	72	72	40	40
mismatch	seg020p11:UU_Reset_Cycle_Palette_Color	seg020p11:Reset_Cycle_Palette_Color	yes	no	no	yes	11	11	5	5
mismatch	seg020p12:UU_Cycle_Palette_Color	seg020p12:Cycle_Palette_Color__STUB	yes	no	no	no	460	460	194	196
mismatch	seg020p13:UU_Update_Cycle	seg020p13:Update_Cycle	yes	no	no	no	148	148	59	61
mismatch	seg020p14:UU_Set_Palette_Gradient	seg020p14:NX_VGA_CreateHues	yes	no	no	no	184	184	92	94
mismatch	seg021p1:Apply_Palette	seg021p1:Apply_Palette	yes	no	no	no	96	96	52	53
mismatch	seg021p2:Cycle_Palette	seg021p2:Cycle_Palette	yes	no	no	no	228	228	122	117
mismatch	seg021p3:UU_VGA_ShadeScreen	seg021p3:Tint_Palette	yes	no	no	yes	310	310	147	147
mismatch	seg021p4:UU_VGA_SlideColors	seg021p4:VGA_SlideColors__STUB	yes	no	no	yes	210	210	101	101
mismatch	seg021p5:UU_VGA_ColorWave	seg021p5:NX_VGA_ColorWave	yes	no	no	yes	149	149	75	75
mismatch	seg021p6:VGA_ShadeColorMatch	seg021p6:Create_Remap_Palette	yes	no	no	no	560	560	223	224
mismatch	seg021p7:FLIC_Load_Palette	seg021p7:FLIC_Load_Palette	yes	no	no	no	181	181	92	93
mismatch	seg022p1:UU_VGA_Bleep	seg022p1:UU_VGA_Bleep	yes	no	no	yes	12	12	7	7
mismatch	seg022p2:UU_KBD_GetKey	seg022p2:UU_KBD_GetKey	yes	no	no	yes	9	9	6	6
mismatch	seg022p3:UU_Clock_Wait30	seg022p3:UU_Clock_Wait30	yes	no	no	yes	20	20	9	9
mismatch	seg022p6:Get_Random_Seed	seg022p6:Get_Random_Seed	yes	no	no	yes	36	36	16	16
mismatch	seg022p7:Randomize	seg022p7:Randomize	yes	no	no	no	43	43	19	20
mismatch	seg022p8:Random	seg022p8:Random	yes	no	no	yes	144	144	69	69
mismatch	seg022p9:String_To_Upper	seg022p9:String_To_Upper	yes	no	no	no	54	54	28	30
mismatch	seg022p10:String_To_Lower	seg022p10:String_To_Lower	yes	no	no	no	54	54	28	30
mismatch	seg022p11:RP_MEM_Copy	seg022p11:Copy_Memory_Near	yes	no	no	no	40	40	27	27
mismatch	seg022p12:RP_MEM_CopyIfLess	seg022p12:UU_MEM_CopyIfLess	yes	no	no	no	49	49	33	33
mismatch	seg022p13:RP_MEM_Clear_Near	seg022p13:UU_MEM_Clear_Near	yes	no	yes	yes	39	39	26	26
mismatch	seg022p14:RP_MEM_Set_Near	seg022p14:UU_MEM_Set_Near	yes	no	yes	yes	40	40	27	27
mismatch	seg022p15:RP_MEM_PullRecord	seg022p15:Clear_Structure	yes	no	no	no	118	118	65	65
mismatch	seg022p16:RP_MEM_PullDynRecord	seg022p16:Delete_Structure	yes	no	no	no	97	97	54	55
mismatch	seg022p17:RP_MEM_CopyIfLess_Far	seg022p17:Copy_Memory_Less	yes	no	no	no	79	79	45	45
mismatch	seg022p18:RP_MEM_Clear_Far	seg022p18:Clear_Memory	yes	no	no	no	55	55	33	33
mismatch	seg022p19:RP_MEM_Set_Far	seg022p19:Set_Memory	yes	no	no	no	56	56	34	34
mismatch	seg022p20:RP_MEM_SwapWord	seg022p20:Swap_Short	yes	no	no	no	34	34	21	21
mismatch	seg022p21:RP_MEM_SwapBytes	seg022p21:MEM_SwapBytes	yes	no	no	no	51	51	33	33
mismatch	seg022p22:_fmemcpy	seg022p22:_fmemcpy	yes	no	no	no	110	110	61	59
mismatch	seg022p23:RP_MEM_TestBit_Far	seg022p23:Test_Bit_Field	yes	no	no	no	45	45	23	23
mismatch	seg022p24:RP_MEM_SetBit_Far	seg022p24:Set_Bit_Field	yes	no	no	no	45	45	23	23
mismatch	seg022p25:RP_MEM_ClearBit_Far	seg022p25:Clear_Bit_Field	yes	no	no	no	51	51	27	27
mismatch	seg022p26:RP_MEM_TestBit_Near	seg022p26:MEM_TestBit_Near	yes	no	yes	yes	55	55	30	30
mismatch	seg022p27:UU_MEM_SetBit_Near	seg022p27:Set_Bit_Field_Near	yes	no	no	yes	42	42	22	22
mismatch	seg022p28:UU_MEM_ClearBit_Near	seg022p28:UU_MEM_ClearBit_Near	yes	no	yes	yes	42	42	22	22
mismatch	seg022p30:UU_DBG_SelectDialog	seg022p30:UU_DBG_SelectDialog	yes	no	no	no	600	600	240	242
mismatch	seg022p31:UU_VGA_GrowOutFlip	seg022p31:Draw_Expanding_Bitmap	yes	no	no	no	392	392	174	176
mismatch	seg022p32:PageFlip_GrowOut_CopyScreen	seg022p32:Copy_Screen_To_Bitmap	yes	no	no	yes	73	73	45	45
mismatch	seg023p1:UU_VGA_GetPointInDir	seg023p1:UU_VGA_GetPointInDir	yes	no	no	yes	251	251	115	115
mismatch	seg023p2:Range	seg023p2:Range	yes	no	no	no	75	75	43	47
mismatch	seg023p3:Delta_XY_With_Wrap	seg023p3:Delta_XY_With_Wrap	yes	no	no	no	97	97	54	59
mismatch	seg023p4:UU_Tile_PlotLine	seg023p4:Path	yes	no	no	no	385	385	163	164
mismatch	seg023p5:Path_Wrap	seg023p5:Path_Wrap	yes	no	no	no	572	572	242	244
mismatch	seg024p1:DBG_Quit	seg024p1:F11_Key__WIP	yes	no	no	yes	21	21	9	9
mismatch	seg024p2:DBG_ScreenDump	seg024p2:Screen_Flic_Capture	yes	no	no	no	1027	1027	409	411
mismatch	seg024p3:VGA_GetDACBlock	seg024p3:VGA_GetDACBlock	yes	no	no	no	41	41	23	23
mismatch	seg024p4:VGA_ReadScreenLine	seg024p4:VGA_ReadScreenLine	yes	no	no	no	91	91	60	61
mismatch	seg024p5:Release_Version	seg024p5:Release_Version	yes	no	no	yes	11	11	5	5
mismatch	seg024p6:Check_Release_Version	seg024p6:Check_Release_Version	yes	no	no	yes	10	10	6	6
mismatch	seg024p7:UU_VGA_SaveDrawSection	seg024p7:Screen_Picture_Capture	yes	no	no	no	90	90	48	50
mismatch	seg024p8:UU_VGA_CopyToLBX	seg024p8:Capture_Screen_Block	yes	no	no	no	134	134	79	80
mismatch	seg025p1:VGA_FILEH_Draw	seg025p1:Draw_File_Animation_Frame_ASM	yes	no	no	no	455	455	227	227
mismatch	seg025p2:VGA_MapNextEMMPage	seg025p2:Map_File_Animation_Frame_ASM	yes	no	no	yes	47	47	16	16
mismatch	seg025p3:VGA_FILEH_Draw_R	seg025p3:Remap_Draw_File_Animation_Frame_ASM	yes	no	no	no	487	487	236	235
mismatch	seg026p1:Set_Page_On	seg028p1:Set_Page_On	yes	no	no	yes	18	18	8	8
mismatch	seg026p2:Set_Page_Off	seg028p2:Set_Page_Off	yes	no	no	yes	22	22	9	9
mismatch	seg026p3:Check_Default_Video_Page	seg028p3:Check_Default_Video_Page	yes	no	no	yes	15	15	7	7
mismatch	seg026p4:Page_Flip	seg028p4:Page_Flip	yes	no	no	yes	52	52	28	28
mismatch	seg026p5:Copy_On_To_Off_Page	seg028p5:Copy_On_To_Off_Page	yes	no	no	yes	34	34	23	23
mismatch	seg026p6:Copy_On_To_Off_YM	seg028p6:Copy_On_To_Off_YM	yes	no	no	no	198	198	82	82
mismatch	seg026p7:Copy_On_To_Off_NM	seg028p7:Copy_On_To_Off_NM	yes	no	no	yes	79	79	40	40
mismatch	seg026p8:Copy_Off_To_Back	seg028p8:Copy_Off_To_Back	yes	no	no	yes	67	67	37	37
mismatch	seg026p9:Copy_Back_To_Off	seg028p9:Copy_Back_To_Off	yes	no	no	yes	67	67	37	37
mismatch	seg026p10:VGA_SaveDraw_Frame4	seg028p10:Copy_Off_To_Page4	yes	no	no	yes	67	67	37	37
mismatch	seg026p11:VGA_LoadDraw_Frame4	seg028p11:Copy_Page4_To_Off	yes	no	no	yes	67	67	37	37
mismatch	seg026p12:UU_VGA_CopyToDraw	seg028p12:UU_VGA_CopyToDraw	yes	no	no	yes	68	68	39	39
mismatch	seg027p1:FLIC_Draw_Frame	seg029p1:Draw_Frame_ASM	yes	no	no	no	256	256	141	142
mismatch	seg027p2:FLIC_Remap_Draw_Frame	seg029p2:Remap_Draw_Frame_ASM	no	no	no	no	492	486	254	244
mismatch	seg027p3:FLIC_Draw_EMM	seg029p3:EMM_Draw_Frame_ASM	yes	no	no	no	451	451	223	223
mismatch	seg027p4:FLIC_EMM_MapNextPages	seg029p4:Map_Frame_ASM	yes	no	no	yes	39	39	16	16
mismatch	seg027p5:FLIC_Draw_Frame_EMM_Remap	seg029p5:EMM_Remap_Draw_Frame_ASM	no	no	no	no	489	487	239	234
mismatch	seg028p1:UU_LBX_Image_Copy	seg030p1:Copy_Bitmap_To_Bitmap	yes	no	no	no	71	71	39	41
mismatch	seg028p2:Create_Picture	seg030p2:Create_Picture	yes	no	no	no	132	132	61	62
mismatch	seg028p3:UU_LBX_IMG_VShiftRect	seg030p3:LBX_IMG_VShiftRect	yes	no	no	no	515	515	225	227
mismatch	seg028p4:UU_LBX_IMG_VertWarp	seg030p4:LBX_IMG_VertWarp	yes	no	no	yes	337	337	148	148
mismatch	seg028p5:UU_LBX_IMG_HorzWarp	seg030p5:LBX_IMG_HorzWarp	yes	no	no	no	360	360	154	155
mismatch	seg028p6:UU_LBX_IMG_PrepFill	seg030p6:Create_Blank_Picture	yes	no	no	no	133	133	62	63
mismatch	seg028p7:UU_LBX_IMG_ColorShift	seg030p7:UU_LBX_IMG_ColorShift	yes	no	no	yes	158	158	86	86
mismatch	seg028p8:UU_LBX_IMG_CReplaceRect	seg030p8:UU_LBX_IMG_CReplaceRect	yes	no	yes	yes	164	164	92	92
mismatch	seg028p9:UU_LBX_IMG_ClearGraphic	seg030p9:Replace_Color_All	yes	no	no	no	95	95	55	60
mismatch	seg028p10:UU_LBX_IMG_LoadPalette	seg030p10:Load_Palette_From_Animation	yes	no	no	no	55	55	30	31
mismatch	seg028p11:FLIC_Draw	seg030p11:FLIC_Draw	yes	no	no	no	238	238	107	107
mismatch	seg028p12:FLIC_Draw_XY_Wnd	seg030p12:Clipped_Draw	yes	no	no	no	442	442	184	187
mismatch	seg028p13:Draw_Picture_To_Bitmap	seg030p13:Draw_Picture_To_Bitmap	yes	no	no	no	369	369	159	161
mismatch	seg028p14:FLIC_Set_CurrentFrame	seg030p14:Set_Animation_Frame	yes	no	no	no	102	102	52	53
mismatch	seg028p15:FLIC_ResetFrame	seg030p15:Reset_Animation_Frame	yes	no	no	no	23	23	12	12
mismatch	seg028p16:FLIC_Get_CurrentFrame	seg030p16:FLIC_Get_CurrentFrame	yes	no	no	no	21	21	12	12
mismatch	seg028p17:UU_LBX_IMG_GetFrameCnt	seg030p17:FLIC_Get_FrameCount	yes	no	no	no	21	21	12	12
mismatch	seg028p18:LBX_IMG_GetWidth	seg030p18:FLIC_Get_Width	yes	no	no	no	20	20	12	12
mismatch	seg028p19:LBX_IMG_GetHeight	seg030p19:FLIC_Get_Height	yes	no	no	no	21	21	12	12
mismatch	seg028p20:UU_VGA_WndDrawRotateImg	seg030p20:VGA_WndDrawRotateImg	yes	no	no	yes	129	129	74	74
mismatch	seg028p21:UU_VGA_WndDrawImageRect	seg030p21:VGA_WndDrawImageRect	yes	no	no	yes	4251	4251	1739	1739
mismatch	seg028p22:UU_VGA_WndDrawTransform	seg030p22:UU_VGA_WndDrawTransform	yes	no	no	yes	315	315	150	150
mismatch	seg028p23:UU_VGA_RotateRect	seg030p23:VGA_RotateRect	yes	no	no	yes	607	607	299	299
mismatch	seg028p24:Draw_Picture	seg030p24:Draw_Picture	yes	no	no	no	57	57	33	34
mismatch	seg028p25:Draw_Picture_Windowed	seg030p25:Draw_Picture_Windowed	yes	no	no	no	301	301	129	131
mismatch	seg028p26:UU_LBX_IMG_CopyInto	seg030p26:Clipped_Copy_Bitmap	yes	no	no	no	360	360	162	165
mismatch	seg028p27:UU_LBX_IMG_Overlay	seg030p27:Clipped_Copy_Mask	yes	no	no	no	360	360	163	165
mismatch	seg028p28:UU_LBX_IMG_StripColors	seg030p28:Transparent_Color_Range	yes	no	no	no	102	102	59	63
mismatch	seg028p29:UU_LBX_IMG_CropRect	seg030p29:UU_LBX_IMG_CropRect	yes	no	no	no	296	296	128	128
mismatch	seg028p30:UU_LBX_IMG_ClearRect	seg030p30:Clear_Bitmap_Region	yes	no	no	no	230	230	107	107
mismatch	seg028p32:UU_LBX_IMG_ExtGScaleEC	seg030p32:UU_LBX_IMG_ExtGScaleEC	yes	no	yes	yes	51	51	32	32
mismatch	seg028p33:UU_LBX_IMG_ExtGrayScale	seg030p33:UU_LBX_IMG_ExtGrayScale	yes	no	no	yes	280	280	121	121
mismatch	seg028p34:UU_LBX_IMG_Resize	seg030p34:Scale_Bitmap	yes	no	no	no	217	217	94	96
mismatch	seg028p35:Open_File_Animation__HACK	seg030p35:Open_File_Animation	yes	no	no	no	117	117	53	53
mismatch	seg028p36:Draw_File_Animation__HACK	seg030p36:Draw_File_Animation	yes	no	no	no	366	366	160	162
mismatch	seg028p37:VGA_FILEH_Loader	seg030p37:Load_File_Animation_Frame	yes	no	no	no	371	371	146	148
mismatch	seg028p38:UU_VGA_FILEH_GetFrame	seg030p38:Get_File_Animation_Frame	yes	no	no	yes	22	22	11	11
mismatch	seg028p39:UU_VGA_FILEH_SetFrame	seg030p39:Set_File_Animation_Frame	yes	no	no	no	24	24	11	11
mismatch	seg028p40:LBX_IMG_IsFullFramed	seg030p40:Get_Full_Store_Flag	yes	no	no	no	144	144	72	74
mismatch	seg028p41:LBX_IMG_SetLoop1	seg030p41:FLIC_Set_LoopFrame_1	yes	no	no	no	24	24	12	12
mismatch	seg028p42:UU_LBX_IMG_OutlineOvr	seg030p42:Outline_Bitmap_Pixels	yes	no	no	no	218	218	112	121
mismatch	seg028p43:UU_LBX_IMG_OutlineOvr_R	seg030p43:Outline_Bitmap_Pixels_No_Glass	yes	no	no	no	226	226	116	123
mismatch	seg028p44:UU_LBX_IMG_ColorScrmblr	seg030p44:Bitmap_Aura_Pixels	yes	no	no	no	111	111	60	61
mismatch	seg028p45:UU_LBX_IMG_DrawRect	seg030p45:UU_LBX_IMG_DrawRect	yes	no	no	yes	337	337	149	149
mismatch	seg028p46:LBX_IMG_GetGFXSize	seg030p46:Get_Bitmap_Actual_Size	yes	no	no	no	225	225	100	102
mismatch	seg029p1:VGA_DrawPartialImage	seg031p1:Clipped_Draw_Frame	yes	no	no	no	565	565	278	277
mismatch	seg029p2:VGA_DrawPartImage_R	seg031p2:Clipped_Remap_Draw_Frame__NOP	yes	no	no	yes	746	746	362	362
mismatch	seg030p1:VGA_DrawPartEmsImg	seg032p1:EMS_Clipped_Draw	yes	no	no	no	760	760	361	362
mismatch	seg030p2:EMM_MapNextIMGPages	seg032p2:EMS_Clipped_Draw_Map4Pages	yes	no	no	yes	44	44	19	19
mismatch	seg030p3:VGA_DrawPartEmsImg_R	seg032p3:EMS_Clipped_Remap_Draw	yes	no	no	no	753	753	363	364
mismatch	seg031p1:FLIC_DecPrepare	seg033p1:Create_Multi_Frame_Blank_Bitmap	yes	no	no	yes	66	66	41	41
mismatch	seg031p2:FLIC_LoadFrame	seg033p2:Add_Picture_To_Bitmap	yes	no	no	no	164	164	87	87
mismatch	seg031p3:FLIC_LoadEMSFrame	seg033p3:Add_Picture_To_Bitmap_EMM	yes	no	no	yes	308	308	148	148
mismatch	seg031p5:Draw_Picture_ASM	seg033p5:Draw_Picture_ASM	yes	no	no	no	188	188	100	103
mismatch	seg031p6:VGA_CopyLBXImage_R	seg033p6:Remap_Draw_Picture_ASM	yes	no	no	no	187	187	89	91
mismatch	seg031p7:UU_LBX_IMG_RawOverlay	seg033p7:Mask_Bitmap_Pixels	yes	no	no	no	75	75	42	49
mismatch	seg031p8:UU_LBX_IMG_HorzFlip	seg033p8:Flip_Bitmap	yes	no	no	no	66	66	38	38
mismatch	seg031p9:UU_LBX_IMG_ColorReplace	seg033p9:Replace_Color	yes	no	no	no	55	55	34	34
mismatch	seg031p10:UU_LBX_IMG_GetIntensity	seg033p10:UU_LBX_IMG_GetIntensity	yes	no	no	yes	118	118	66	66
mismatch	seg031p11:UU_LBX_IMG_PartialCopy	seg033p11:Mask_Bitmap_Pixels_Inverse	yes	no	no	no	75	75	42	48
mismatch	seg031p12:UU_MEM_Clear_Far2	seg033p12:Clear_Bitmap_Pixels	yes	no	no	no	28	28	20	20
mismatch	seg031p13:UU_LBX_IMG_Shrink	seg033p13:Reduce_Bitmap	yes	no	no	no	170	170	70	74
mismatch	seg031p14:UU_LBX_IMG_Stretch	seg033p14:Enlarge_Bitmap	yes	no	no	no	200	200	80	82
mismatch	seg031p15:Vanish_Bitmap	seg033p15:Vanish_Bitmap__WIP	yes	no	no	no	112	112	53	54
mismatch	seg031p16:Grayscale_Bitmap	seg033p16:Gray_Scale_Bitmap	yes	no	no	no	130	130	68	68
mismatch	seg031p17:UU_LBX_IMG_RevGrayscale	seg033p17:LBX_IMG_RevGrayscale	yes	no	no	yes	134	134	70	70
mismatch	seg031p18:UU_DUP_RevGrayscale	seg033p18:UU_DUP_RevGrayscale	yes	no	no	yes	134	134	70	70
mismatch	seg031p19:UU_RNG_GFX_Random	seg033p19:RNG_GFX_Random__WIP	yes	no	no	no	142	142	64	64
mismatch	seg032p1:UU_MATH_Inverse_Tangent	seg034p1:Get_Angle	yes	no	no	no	89	89	55	55
mismatch	seg032p2:UU_MATH_Inverse_Tan_QI	seg034p2:Get_Base_Angle	yes	no	no	yes	173	173	98	98
mismatch	seg032p3:UU_MATH_Int_Cos	seg034p3:Cos	yes	no	no	no	142	142	75	75
mismatch	seg032p4:UU_MATH_Int_Sin	seg034p4:Sin	yes	no	no	no	142	142	74	74
mismatch	seg032p5:UU_VGA_DrawTexture	seg034p5:VGA_DrawTexture	yes	no	no	yes	380	380	161	161
mismatch	seg032p6:UU_VGA_DrawTexture_R	seg034p6:VGA_DrawTexture_R	yes	no	no	yes	485	485	212	212
mismatch	seg033p1:Set_Mouse_List	seg035p1:Set_Mouse_List	yes	no	no	yes	68	68	33	33
mismatch	seg033p2:Check_Mouse_Shape	seg035p2:Check_Mouse_Shape	yes	no	no	no	90	90	41	41
mismatch	seg033p5:Mouse_Button	seg035p5:Mouse_Button	yes	no	no	yes	38	38	18	18
mismatch	seg033p6:MD_WaitRelease	seg035p6:Mouse_Wait	yes	no	no	yes	32	32	19	19
mismatch	seg033p7:MD_Init	seg035p7:Init_Mouse_Driver	yes	no	no	yes	150	150	61	61
mismatch	seg033p8:CRP_MD_EnableEmu	seg035p8:RP_MOUSE_SetUsable	yes	no	no	yes	14	14	6	6
mismatch	seg033p9:Reset_System_Mouse	seg035p9:Reset_System_Mouse	yes	no	no	yes	72	72	31	31
mismatch	seg033p10:Mouse_Movement_Handler	seg035p10:Mouse_Movement_Handler	yes	no	no	yes	53	53	25	25
mismatch	seg033p11:Mouse_Button_Handler	seg035p11:Mouse_Button_Handler	yes	no	no	yes	53	53	25	25
mismatch	seg033p12:MD_INT_Handler	seg035p12:User_Mouse_Handler	yes	no	no	no	224	224	116	116
mismatch	seg033p15:UU_MOUSE_GetHwOrEmu	seg035p15:UU_MOUSE_Usable	yes	no	no	yes	21	21	11	11
mismatch	seg033p16:Keyboard_Status	seg035p16:Keyboard_Status	yes	no	yes	yes	32	32	19	19
mismatch	seg033p17:Read_Key	seg035p17:Read_Key	yes	no	no	yes	607	607	329	329
mismatch	seg033p18:Pointer_X	seg035p18:Pointer_X	yes	no	no	yes	11	11	6	6
mismatch	seg033p19:Pointer_Y	seg035p19:Pointer_Y	yes	no	no	yes	11	11	6	6
mismatch	seg033p20:MD_MoveCursor	seg035p20:Set_Pointer_Position	yes	no	no	no	43	43	22	22
mismatch	seg033p21:MD_MoveCursorINT	seg035p21:Set_Mouse_Position	yes	no	no	no	22	22	15	15
mismatch	seg033p22:MD_GetClickX	seg035p22:Mouse_Buffer_X	yes	no	no	yes	11	11	6	6
mismatch	seg033p23:MD_GetClickY	seg035p23:Mouse_Buffer_Y	yes	no	no	yes	11	11	6	6
mismatch	seg033p24:MD_GetClickedBtns	seg035p24:Mouse_Buffer_Button	yes	no	no	yes	11	11	6	6
mismatch	seg033p27:CRP_MD_SetClick_CilckRec2	seg035p27:Set_Buffer_2	yes	no	no	no	30	30	15	15
mismatch	seg033p28:UU_MD_SetClick_All	seg035p28:Set_Mouse_Buffer	yes	no	no	no	42	42	19	19
mismatch	seg033p29:MD_ISR_SaveClick	seg035p29:Check_Mouse_Buffer	yes	no	no	no	58	58	29	29
mismatch	seg033p30:Save_Mouse_On_Page	seg035p30:Save_Mouse_On_Page	yes	no	no	no	211	211	97	97
mismatch	seg033p31:Save_Mouse_Off_Page	seg035p31:Save_Mouse_Off_Page	yes	no	no	no	222	222	100	100
mismatch	seg033p32:Save_Mouse_On_Page_	seg035p32:Save_Mouse_On_Page_	yes	no	no	no	183	183	85	85
mismatch	seg033p34:Restore_Mouse_On_Page	seg035p34:Restore_Mouse_On_Page	yes	no	no	no	144	144	71	71
mismatch	seg033p35:Restore_Mouse_Off_Page	seg035p35:Restore_Mouse_Off_Page	yes	no	no	no	148	148	72	72
mismatch	seg033p36:UU_CRL_Restore_SP3	seg035p36:UU_VGA_RestoreToFrame3	yes	no	no	yes	133	133	66	66
mismatch	seg033p37:Draw_Mouse_On_Page	seg035p37:Draw_Mouse_On_Page	yes	no	no	no	38	38	24	24
mismatch	seg033p38:Draw_Mouse_Off_Page	seg035p38:Draw_Mouse_Off_Page	yes	no	no	no	38	38	24	24
mismatch	seg033p39:Draw_Mouse_On_Page_	seg035p39:Draw_Mouse_On_Page_	yes	no	no	yes	209	209	106	106
mismatch	seg033p40:Draw_Mouse_Off_Page_	seg035p40:Draw_Mouse_Off_Page_	yes	no	no	yes	213	213	107	107
